time,a,b,c,d,e
2019-12-12 18:00:00,2.82025,0.0882099,1.520028,0.03658014,0.036981776
2019-12-12 21:00:00,3.062639,0.08659294,1.3507916,0.05172244,0.036319308
2019-12-13 00:00:00,2.9323366,0.08739214,1.0552071,0.057091862,0.033936556
2019-12-13 03:00:00,3.5104487,0.08488001,1.0375718,0.07487551,0.035185706
2019-12-13 06:00:00,4.831054,0.08230333,1.0040245,0.09962619,0.044582568
2019-12-13 09:00:00,5.734879,0.09281836,0.3116677,0.2387175,0.034936093
2019-12-13 12:00:00,7.8282228,0.13119048,0.2879753,0.27984533,0.029541569
2019-12-13 15:00:00,8.567491,0.15645579,0.3225612,0.2443054,0.028270882
2019-12-13 18:00:00,8.922277,0.15886077,0.31487253,0.23306192,0.028582817
2019-12-13 21:00:00,9.330044,0.16692497,0.31225827,0.22964641,0.0304363
2019-12-14 00:00:00,9.50964,0.1683887,0.31974974,0.25233203,0.033515736
2019-12-14 03:00:00,9.462884,0.14137946,0.30307454,0.2785962,0.03153757
2019-12-14 06:00:00,9.430227,0.12437115,0.28070062,0.30056563,0.03077187
2019-12-14 09:00:00,9.609189,0.12727916,0.2740136,0.39976963,0.044201244
2019-12-14 12:00:00,9.754401,0.14079079,0.22374554,0.6887137,0.24633396
2019-12-14 15:00:00,8.823125,0.12375662,0.20066573,1.0649948,0.23849736
2019-12-14 18:00:00,8.0662365,0.066028595,0.15297066,0.6441954,0.034975197
2019-12-14 21:00:00,10.106168,0.092563964,0.31259575,0.21401113,0.08286084
2019-12-15 00:00:00,9.92598,0.11389954,0.41675565,0.14219944,0.09553875
2019-12-15 03:00:00,10.521985,0.11101899,0.39013568,0.1512954,0.09418063
2019-12-15 06:00:00,8.7633915,0.06680135,0.18546632,0.52459043,0.04391859
2019-12-15 09:00:00,8.780798,0.10824941,0.18397208,1.0575043,0.17730176
2019-12-15 12:00:00,8.739619,0.13228995,0.23269407,0.7503627,0.22843003
2019-12-15 15:00:00,8.830846,0.12236612,0.24394059,0.58713746,0.18762639
2019-12-15 18:00:00,11.543786,0.10067186,0.31984097,0.56099486,0.11970983
2019-12-15 21:00:00,9.103716,0.08206271,0.2029499,0.83203083,0.23141328
2019-12-16 00:00:00,5.692642,0.077055365,0.14645596,0.69106805,0.124831535
2019-12-16 03:00:00,6.1649256,0.062182885,0.2182169,0.13997759,0.022117227
2019-12-16 06:00:00,7.899539,0.063857175,0.5179931,0.048205335,0.016118918
2019-12-16 09:00:00,4.4834275,0.113027826,0.482381,0.056250334,0.03149132
2019-12-16 12:00:00,2.3359878,0.11701121,0.38079715,0.039996047,0.022124516
2019-12-16 15:00:00,2.2831104,0.099371135,0.27334395,0.08680135,0.031150544
2019-12-16 18:00:00,2.4549537,0.080752514,0.20631067,0.2731503,0.080289885
2019-12-16 21:00:00,2.9075634,0.089941666,0.2568857,0.42216218,0.06303491
2019-12-17 00:00:00,3.6373794,0.10378064,0.3203037,0.6044076,0.027754303
2019-12-17 03:00:00,3.9535203,0.12108245,0.38570553,1.2296458,0.063935
2019-12-17 06:00:00,4.349055,0.101416215,0.21735726,1.8597056,0.2898649
2019-12-17 09:00:00,4.99768,0.09650311,0.12333762,1.249735,0.32823223
2019-12-17 12:00:00,6.03086,0.0990141,0.12809454,1.1763994,0.2926967
2019-12-17 15:00:00,6.690448,0.102521285,0.13412121,1.0522585,0.28395316
2019-12-17 18:00:00,8.201954,0.1027286,0.15484647,0.90575624,0.27019107
2019-12-17 21:00:00,9.518071,0.08862844,0.1777886,0.78453964,0.22399957
2019-12-18 00:00:00,9.069556,0.07928944,0.26854432,0.61620575,0.16558205
2019-12-18 03:00:00,9.516215,0.07574423,0.30013257,0.5695462,0.144022
2019-12-18 06:00:00,10.883977,0.08407113,0.23225024,0.69340676,0.19440426
2019-12-18 09:00:00,9.797532,0.08796932,0.24102126,0.63058573,0.19222209
2019-12-18 12:00:00,7.2484245,0.08809643,0.19023126,0.68762064,0.20618306
2019-12-18 15:00:00,5.2405157,0.09581614,0.15714474,0.9148238,0.21968193
2019-12-18 18:00:00,4.917328,0.11379141,0.27874753,1.0084827,0.14574514
2019-12-18 21:00:00,4.3441663,0.1353143,0.19898169,0.059457418,0.045669395
2019-12-19 00:00:00,4.4143105,0.1255872,0.18195018,0.03526858,0.10074835
2019-12-19 03:00:00,4.587648,0.13742366,0.20189312,0.037106708,0.10514884
2019-12-19 06:00:00,4.8039017,0.13163117,0.23403034,0.045845073,0.10716018
2019-12-19 09:00:00,4.9877462,0.116220556,0.23405142,0.03905815,0.114189744
2019-12-19 12:00:00,4.95503,0.11417583,0.23464312,0.048658453,0.10092975
2019-12-19 15:00:00,4.459661,0.11696377,0.23596542,0.20864233,0.12288746
2019-12-19 18:00:00,4.3188457,0.11786224,0.23994215,0.38379833,0.15602806
2019-12-19 21:00:00,3.956851,0.11524821,0.24202862,0.6348538,0.2038265
2019-12-20 00:00:00,3.6811194,0.10761764,0.240579,0.83574986,0.23491597
2019-12-20 03:00:00,4.3357577,0.10724673,0.23253295,0.7118727,0.20919251
2019-12-20 06:00:00,4.5184646,0.11016648,0.22342968,0.64250505,0.18715246
2019-12-20 09:00:00,4.246816,0.11229254,0.21720454,0.71535474,0.19600877
2019-12-20 12:00:00,4.655611,0.11409454,0.22282219,0.7829436,0.1953236
2019-12-20 15:00:00,4.882673,0.11662848,0.21637304,0.8201151,0.19817615
2019-12-20 18:00:00,4.9054103,0.11230922,0.2147626,1.0023843,0.22220224
2019-12-20 21:00:00,4.936305,0.109098904,0.20940852,1.0709296,0.23408732
2019-12-21 00:00:00,5.1610427,0.10825143,0.20628476,1.0863688,0.23509783
2019-12-21 03:00:00,4.9678836,0.10415202,0.2111516,1.0694603,0.22799344
2019-12-21 06:00:00,6.183847,0.1005877,0.21030466,0.6855484,0.17529626
2019-12-21 09:00:00,6.44846,0.095639415,0.20954946,0.5984965,0.15836832
2019-12-21 12:00:00,5.517126,0.101614766,0.1852871,0.18162219,0.07724843
2019-12-21 15:00:00,5.9534736,0.0973408,0.19206311,0.029068818,0.048303165
2019-12-21 18:00:00,6.188499,0.091749266,0.20164898,0.027307346,0.048028752
2019-12-21 21:00:00,6.229557,0.08578085,0.18099043,0.026616512,0.042035628
2019-12-22 00:00:00,8.605168,0.08622162,0.18978314,0.028528318,0.05680114
2019-12-22 03:00:00,9.859397,0.085840784,0.18641461,0.029924206,0.060859952
2019-12-22 06:00:00,9.700009,0.08988982,0.18139671,0.041373048,0.054185882
2019-12-22 09:00:00,8.972803,0.09184775,0.19418375,0.08178842,0.0412614
2019-12-22 12:00:00,6.5911193,0.084003106,0.18473959,0.21864688,0.03771368
2019-12-22 15:00:00,5.5466523,0.060265906,0.13479738,0.18636173,0.031260006
2019-12-22 18:00:00,5.441524,0.04678336,0.14970517,0.20583585,0.029602041
2019-12-22 21:00:00,4.727861,0.03853031,0.14758036,0.15174247,0.02728578
2019-12-23 00:00:00,4.4799914,0.033940934,0.1268119,0.15981875,0.027172936
2019-12-23 03:00:00,3.8618982,0.052290455,0.14577676,0.35758045,0.05697866
2019-12-23 06:00:00,4.0277977,0.052465618,0.13351761,0.23383452,0.039464097
2019-12-23 09:00:00,4.393676,0.05881789,0.1316164,0.16514291,0.033655994
2019-12-23 12:00:00,4.1428695,0.059070647,0.1071108,0.2271979,0.042683214
2019-12-23 15:00:00,4.069821,0.05968114,0.11260173,0.28365237,0.06371523
2019-12-23 18:00:00,4.4179053,0.048529826,0.09642157,0.3974731,0.09290038
2019-12-23 21:00:00,4.183822,0.041186795,0.11431295,0.7500116,0.11693018
2019-12-24 00:00:00,3.745843,0.03430628,0.12740721,1.0614603,0.1467203
2019-12-24 03:00:00,3.2008312,0.027727682,0.13345173,1.0055382,0.16994476
2019-12-24 06:00:00,3.2091389,0.030904436,0.09265139,1.2031323,0.20850769
2019-12-24 09:00:00,2.971588,0.09652018,0.08822102,0.4434617,0.15193862
2019-12-24 12:00:00,4.0247736,0.21500172,0.117388934,0.033102952,0.18032056
2019-12-24 15:00:00,4.5630436,0.21905296,0.16103905,0.034278344,0.16901
2019-12-24 18:00:00,4.2797055,0.1023654,0.11494202,0.05652318,0.07387325
2019-12-24 21:00:00,4.2325234,0.053837482,0.13517372,0.09735165,0.035968136
2019-12-25 00:00:00,4.8818173,0.055475976,0.10199138,0.07809561,0.022953758
2019-12-25 03:00:00,5.626242,0.044108767,0.07842555,0.19268197,0.033895288
2019-12-25 06:00:00,5.4619155,0.03615409,0.06409638,0.16623555,0.026409317
2019-12-25 09:00:00,5.0135465,0.031917088,0.054820556,0.14920141,0.02637812
2019-12-25 12:00:00,5.2092605,0.034033764,0.061050557,0.19921292,0.039788216
2019-12-25 15:00:00,4.86958,0.024029586,0.040849075,0.08165528,0.014158632
2019-12-25 18:00:00,3.773495,0.055803988,0.109864995,0.15955342,0.02714209
2019-12-25 21:00:00,5.704475,0.04192109,0.091433436,0.14617918,0.03353509
2019-12-26 00:00:00,8.420137,0.069377035,0.11716493,0.14632733,0.054008435
2019-12-26 03:00:00,6.5535526,0.06374369,0.10298008,0.25266957,0.07985459
2019-12-26 06:00:00,5.897208,0.04648975,0.09855076,0.16334751,0.069058485
2019-12-26 09:00:00,6.7579207,0.039108172,0.09877425,0.12699522,0.05028395
2019-12-26 12:00:00,6.9074063,0.03179698,0.08133374,0.2342637,0.11655282
2019-12-26 15:00:00,6.9546995,0.026697306,0.07396758,0.41215914,0.17959964
2019-12-26 18:00:00,6.6597524,0.02837733,0.07022105,0.61202186,0.19466746
2019-12-26 21:00:00,6.7799673,0.028895281,0.06883242,0.7370302,0.20209897
2019-12-27 00:00:00,7.114332,0.028177157,0.06639767,0.5737014,0.20024538
2019-12-27 03:00:00,7.41244,0.026920496,0.060959622,0.41593155,0.19375789
2019-12-27 06:00:00,8.070929,0.026155008,0.061428465,0.383185,0.19612692
2019-12-27 09:00:00,8.370709,0.02511867,0.05924393,0.35507944,0.19009672
2019-12-27 12:00:00,8.736001,0.025075236,0.061477702,0.33232903,0.1901518
2019-12-27 15:00:00,9.007954,0.024837784,0.060837116,0.31762883,0.19184725
2019-12-27 18:00:00,9.326021,0.025994482,0.06296293,0.3060774,0.18681006
2019-12-27 21:00:00,9.610881,0.027081504,0.06580575,0.2986778,0.18036655
2019-12-28 00:00:00,10.025026,0.026385559,0.06530674,0.2913921,0.18329209
2019-12-28 03:00:00,10.337645,0.025403544,0.06329758,0.28099397,0.18623696
2019-12-28 06:00:00,10.509168,0.023562154,0.060109355,0.2746408,0.19036324
2019-12-28 09:00:00,10.746756,0.021833291,0.0588292,0.27221346,0.19734204
2019-12-28 12:00:00,11.23419,0.021515625,0.06000145,0.26131383,0.19835009
2019-12-28 15:00:00,10.658136,0.02259457,0.06580983,0.24063839,0.19871086
2019-12-28 18:00:00,10.292196,0.025879784,0.0664715,0.2221582,0.19821177
2019-12-28 21:00:00,9.3006735,0.028795585,0.074578054,0.19464116,0.14856257
2019-12-29 00:00:00,9.081411,0.028941577,0.07782361,0.1810518,0.1312618
2019-12-29 03:00:00,8.979834,0.03022415,0.08475087,0.15977898,0.11931075
2019-12-29 06:00:00,8.904726,0.027683455,0.10698484,0.22579445,0.10973634
2019-12-29 09:00:00,7.256897,0.034432493,0.11264598,0.19524792,0.06612959
2019-12-29 12:00:00,5.327175,0.048319615,0.13783248,0.1106218,0.038491867
2019-12-29 15:00:00,6.5659795,0.0488155,0.18718335,0.0901388,0.05362113
2019-12-29 18:00:00,7.540322,0.052583072,0.16252184,0.108103864,0.08701536
2019-12-29 21:00:00,8.37838,0.05069521,0.20633623,0.10717557,0.057974137
2019-12-30 00:00:00,7.3904376,0.049481586,0.2131118,0.09839835,0.043331623
2019-12-30 03:00:00,5.7532206,0.038264066,0.14955468,0.23956047,0.053051848
2019-12-30 06:00:00,6.4223986,0.025147106,0.11472525,0.26952812,0.07534456
2019-12-30 09:00:00,5.4854474,0.041244652,0.26482219,0.4162204,0.07549974
2019-12-30 12:00:00,4.3663135,0.023973677,0.32148808,0.50030565,0.11327218
2019-12-30 15:00:00,3.4408913,0.019414268,0.5424894,0.38793635,0.10498127
2019-12-30 18:00:00,3.0589638,0.02782363,0.4834008,0.42301846,0.08538844
2019-12-30 21:00:00,2.6201594,0.030683165,0.38341454,0.43383384,0.079319134
2019-12-31 00:00:00,2.3455248,0.025964038,0.30233538,0.52495915,0.07565283
2019-12-31 03:00:00,2.128661,0.018772863,0.20768031,0.56308377,0.07352521
2019-12-31 06:00:00,2.4295297,0.024351755,0.32041353,0.67660904,0.061724972
2019-12-31 09:00:00,2.539471,0.022326026,0.30912548,0.5886406,0.06366141
2019-12-31 12:00:00,2.8507342,0.023147414,0.24122109,0.4922735,0.07092306
2019-12-31 15:00:00,4.8146105,0.024526978,1.2209188,0.4925638,0.07708536
2019-12-31 18:00:00,7.15347,0.023577068,2.931638,0.35740256,0.050370287
2019-12-31 21:00:00,4.3691773,0.038370192,5.4557447,0.10506993,0.030265043
2020-01-01 00:00:00,2.5303612,0.03834995,4.2757635,0.09945829,0.03385889
2020-01-01 03:00:00,2.450846,0.037931655,4.5235405,0.08893583,0.036694523
2020-01-01 06:00:00,2.0200734,0.039786737,3.9705975,0.014965106,0.021429466
2020-01-01 09:00:00,1.44744,0.033707928,3.8078625,0.009523363,0.014748187
2020-01-01 12:00:00,1.2474352,0.030847637,4.003068,0.010569926,0.012955051
2020-01-01 15:00:00,1.1755694,0.03023886,3.1601472,0.0073405122,0.013345396
2020-01-01 18:00:00,1.0665063,0.030371757,2.3322413,0.0070271017,0.0152339935
2020-01-01 21:00:00,0.9885495,0.031203048,1.936742,0.007590608,0.015605186
2020-01-02 00:00:00,0.97998005,0.030950967,1.9246192,0.008205049,0.016006593
2020-01-02 03:00:00,1.0085981,0.03272935,1.8593777,0.008710974,0.016168686
2020-01-02 06:00:00,1.1069474,0.035059612,1.8325552,0.009335156,0.015605705
2020-01-02 09:00:00,1.202544,0.03491619,1.9726965,0.012085668,0.014685394
2020-01-02 12:00:00,1.2682202,0.037392963,2.4085498,0.016409237,0.014130338
2020-01-02 15:00:00,1.4094392,0.03768129,2.5197995,0.017152691,0.014324663
2020-01-02 18:00:00,1.559661,0.03829259,2.806199,0.016816948,0.014850005
2020-01-02 21:00:00,1.8790234,0.040270235,3.7938492,0.0154993925,0.014547926
2020-01-03 00:00:00,2.2695916,0.050871436,5.14392,0.016282463,0.016701309
2020-01-03 03:00:00,2.9268017,0.11526582,3.7596622,0.018440267,0.017939713
2020-01-03 06:00:00,3.0650284,0.14110944,1.7042439,0.014079812,0.01808498
2020-01-03 09:00:00,2.6932044,0.110571325,1.6892569,0.011583844,0.017358858
2020-01-03 12:00:00,2.237562,0.09554368,1.590055,0.010206062,0.017913409
2020-01-03 15:00:00,2.8697855,0.1093709,2.0459065,0.01392349,0.017334443
2020-01-03 18:00:00,2.4591599,0.048161555,2.8373656,0.013341781,0.0147773065
2020-01-03 21:00:00,2.2872512,0.06220675,2.6268852,0.01773895,0.015117335
2020-01-04 00:00:00,2.085903,0.043493908,1.2752382,0.009909015,0.019611266
2020-01-04 03:00:00,1.9453235,0.03970765,1.3756251,0.013365275,0.022626504
2020-01-04 06:00:00,2.1735804,0.03378097,1.6092649,0.012185767,0.018695796
2020-01-04 09:00:00,2.0458841,0.036037486,1.6303781,0.013757504,0.018428223
2020-01-04 12:00:00,1.8434155,0.038313746,1.8239123,0.012560053,0.017862337
2020-01-04 15:00:00,1.7146521,0.043285523,2.2654357,0.011532558,0.016951932
2020-01-04 18:00:00,1.7575005,0.040186107,2.316032,0.013236457,0.015112287
2020-01-04 21:00:00,1.8320457,0.03850707,2.3291118,0.0146224685,0.0134674935
2020-01-05 00:00:00,1.938325,0.039093513,2.1605878,0.015911061,0.013891178
2020-01-05 03:00:00,1.9707912,0.03629932,1.8555238,0.011878815,0.014858541
2020-01-05 06:00:00,2.0679839,0.035122816,1.8121188,0.009878654,0.014595663
2020-01-05 09:00:00,2.1859598,0.035110317,2.0038764,0.010293245,0.013939374
2020-01-05 12:00:00,2.3604858,0.03666475,2.3611565,0.011002584,0.012486506
2020-01-05 15:00:00,2.6203706,0.04349475,3.01256,0.010798167,0.011363105
2020-01-05 18:00:00,2.7845652,0.04639142,3.2973974,0.010283181,0.011014191
2020-01-05 21:00:00,2.914752,0.043171164,3.6136632,0.008686453,0.010709105
2020-01-06 00:00:00,3.170273,0.046414476,3.6727731,0.009178621,0.010722652
2020-01-06 03:00:00,3.6120977,0.04569527,3.953342,0.008426282,0.010476277
2020-01-06 06:00:00,3.8377197,0.03682122,4.4692607,0.008008255,0.009567505
2020-01-06 09:00:00,3.720153,0.034911487,4.434088,0.007697109,0.0096674
2020-01-06 12:00:00,3.7544477,0.03496615,4.535128,0.007609515,0.00951259
2020-01-06 15:00:00,3.7272654,0.03332999,4.6694074,0.007167684,0.009789077
2020-01-06 18:00:00,3.7281725,0.033435613,4.377248,0.0061421054,0.009426365
2020-01-06 21:00:00,3.6797316,0.0323041,4.452632,0.006030149,0.008480126
2020-01-07 00:00:00,3.5166764,0.029860437,4.758647,0.005502266,0.008996858
2020-01-07 03:00:00,3.4533224,0.028238991,4.8591814,0.0049216994,0.007909265
2020-01-07 06:00:00,3.547849,0.027284605,4.6527023,0.004430587,0.0072152955
2020-01-07 09:00:00,3.8132107,0.029080825,4.5640697,0.004803685,0.00749539
2020-01-07 12:00:00,4.014635,0.03052125,4.863422,0.0053831944,0.007110769
2020-01-07 15:00:00,4.466181,0.032693595,4.9748774,0.0063589313,0.0066579506
2020-01-07 18:00:00,5.438773,0.037768587,4.6811996,0.006328768,0.0068310304
2020-01-07 21:00:00,5.9336877,0.036440495,4.8486757,0.006111286,0.0069647315
2020-01-08 00:00:00,4.9252663,0.035485588,4.0287085,0.004802465,0.006688368
2020-01-08 03:00:00,5.2923045,0.034620456,3.8797667,0.004661763,0.006085945
2020-01-08 06:00:00,5.2046638,0.033790205,4.368437,0.005411713,0.0058238925
2020-01-08 09:00:00,5.6748557,0.029764667,4.676332,0.004896977,0.005291609
2020-01-08 12:00:00,5.9803557,0.023020256,4.531917,0.004762179,0.0047960477
2020-01-08 15:00:00,2.8427153,0.044540416,1.7261528,0.057899594,0.0065439832
2020-01-08 18:00:00,4.0405273,0.022230694,1.003747,0.2488249,0.006567653
2020-01-08 21:00:00,4.3597093,0.033795528,1.168458,0.311149,0.0067074606
2020-01-09 00:00:00,4.001352,0.061716408,1.1390064,0.21861987,0.009638071
2020-01-09 03:00:00,4.144922,0.08123093,1.5185903,0.079683,0.007807413
2020-01-09 06:00:00,5.0242486,0.08457561,2.3840501,0.02990705,0.005727004
2020-01-09 09:00:00,5.9073687,0.059151262,2.223072,0.026121784,0.008569338
2020-01-09 12:00:00,6.03922,0.036533877,1.7196202,0.020207621,0.008453611
2020-01-09 15:00:00,4.496054,0.043588668,1.3171512,0.027757887,0.009214357
2020-01-09 18:00:00,4.3934474,0.029249316,1.2528859,0.009127135,0.0061431616
2020-01-09 21:00:00,4.8109527,0.043864876,1.2042394,0.018508278,0.0061487225
2020-01-10 00:00:00,4.5778394,0.08961444,1.0206959,0.033108152,0.0068721385
2020-01-10 03:00:00,4.9801836,0.09459098,0.92390114,0.034075625,0.0067253383
2020-01-10 06:00:00,5.743025,0.05845188,0.925605,0.025261926,0.0056305667
2020-01-10 09:00:00,4.848238,0.025105545,0.91834265,0.05364918,0.005445741
2020-01-10 12:00:00,4.8071537,0.020661699,0.6337446,0.8893236,0.03629724
2020-01-10 15:00:00,3.1761565,0.021847988,0.10506226,2.3095102,0.10948633
2020-01-10 18:00:00,3.2057557,0.022041135,0.07697819,2.9367874,0.14141057
2020-01-10 21:00:00,3.3415504,0.022033416,0.06976778,3.5619588,0.15144983
2020-01-11 00:00:00,3.674848,0.018955054,0.065590955,4.2214427,0.111309834
2020-01-11 03:00:00,4.0994835,0.016378066,0.07500978,6.116074,0.036394056
2020-01-11 06:00:00,4.245145,0.020470764,0.5118707,7.210977,0.0074997596
2020-01-11 09:00:00,3.1818833,0.042239703,2.4542942,3.7487504,0.0078063724
2020-01-11 12:00:00,2.381601,0.0700111,2.8718495,2.282965,0.010997707
2020-01-11 15:00:00,1.7997699,0.08580343,2.252339,1.4519742,0.015478755
2020-01-11 18:00:00,1.8190835,0.087499626,1.7491434,1.4020933,0.015970152
2020-01-11 21:00:00,2.7768047,0.06551354,1.1126204,2.479562,0.010522038
2020-01-12 00:00:00,2.7399151,0.047568258,1.4130824,2.5015178,0.007549712
2020-01-12 03:00:00,2.2410388,0.05088948,1.0572181,2.1993308,0.007433001
2020-01-12 06:00:00,1.7873255,0.032600716,0.48790574,1.6788353,0.0073850686
2020-01-12 09:00:00,2.1261988,0.016040359,0.1162201,1.5879512,0.012311304
2020-01-12 12:00:00,2.6226149,0.016652435,0.027153818,1.5696092,0.026198521
2020-01-12 15:00:00,2.5594606,0.02075223,0.026210977,1.2671522,0.04021092
2020-01-12 18:00:00,2.9909155,0.025759887,0.02943536,1.4365137,0.091130964
2020-01-12 21:00:00,3.458138,0.025216285,0.031141698,1.7920417,0.10756586
2020-01-13 00:00:00,3.431768,0.02480014,0.03817491,1.7878807,0.11854527
2020-01-13 03:00:00,3.3466554,0.03577904,0.1331207,1.5727772,0.12216671
2020-01-13 06:00:00,3.090552,0.060147043,0.30949098,1.5184001,0.09771862
2020-01-13 09:00:00,2.4743178,0.089322016,0.5151376,1.1262625,0.058580447
2020-01-13 12:00:00,2.1580298,0.11751721,0.7647453,0.664205,0.0243682
2020-01-13 15:00:00,2.043318,0.12604085,1.0270025,0.6753771,0.022783194
2020-01-13 18:00:00,2.0749557,0.12332979,1.8856556,0.7501147,0.022075465
2020-01-13 21:00:00,2.0474722,0.12662251,2.1027336,0.49599364,0.022754494
2020-01-14 00:00:00,2.0192773,0.12942411,1.936702,0.48185724,0.025392896
2020-01-14 03:00:00,2.087573,0.1303823,1.8529967,0.5625827,0.025428966
2020-01-14 06:00:00,2.2431922,0.12733911,1.5725492,0.5772878,0.027316904
2020-01-14 09:00:00,2.3649523,0.12372707,1.4400601,0.54703754,0.026874816
2020-01-14 12:00:00,2.4012644,0.1243557,1.4462118,0.4159252,0.027507825
2020-01-14 15:00:00,2.5781717,0.12095375,1.469752,0.4771944,0.024944337
2020-01-14 18:00:00,2.8909004,0.11820474,1.5480895,0.76481885,0.024567494
2020-01-14 21:00:00,3.1915317,0.11359737,2.2222033,1.0012969,0.020831764
2020-01-15 00:00:00,3.4383795,0.1078498,2.7662566,0.9300227,0.020426545
2020-01-15 03:00:00,3.4136336,0.09028323,2.2377436,0.68372655,0.023026615
2020-01-15 06:00:00,3.304018,0.07476577,1.7777541,0.70097595,0.023826638
2020-01-15 09:00:00,3.0480533,0.070690885,1.8399572,0.5183782,0.020260992
2020-01-15 12:00:00,4.019035,0.08120115,2.514486,0.3401354,0.017930044
2020-01-15 15:00:00,1.6703049,0.057385445,1.6620034,0.012699706,0.010859034
2020-01-15 18:00:00,1.1355566,0.08051189,1.9777433,0.0912677,0.014523908
2020-01-15 21:00:00,1.3044457,0.09790573,1.5366346,0.07332216,0.024156094
2020-01-16 00:00:00,1.5541688,0.13040116,1.1804692,0.024459053,0.03880322
2020-01-16 03:00:00,1.6653866,0.12658314,1.0008451,0.15666033,0.039160248
2020-01-16 06:00:00,2.040269,0.10986395,1.0292962,0.17935878,0.031257335
2020-01-16 09:00:00,2.6121092,0.103099905,1.2238418,0.10912917,0.025853287
2020-01-16 12:00:00,3.71666,0.091480725,1.6341105,0.07617458,0.02073585
2020-01-16 15:00:00,4.063242,0.08927411,1.83883,0.041245617,0.018896181
2020-01-16 18:00:00,4.491752,0.083125845,1.6984704,0.1428866,0.01668967
2020-01-16 21:00:00,3.8328888,0.08072014,2.1091483,0.08027728,0.015022375
2020-01-17 00:00:00,3.7483528,0.09517036,2.019154,0.39465117,0.021589415
2020-01-17 03:00:00,3.4350107,0.08167799,1.1890917,0.74179107,0.017368438
2020-01-17 06:00:00,3.015095,0.096662045,1.1228797,0.49093446,0.02463109
2020-01-17 09:00:00,2.3895757,0.097973436,1.4465907,0.28398737,0.022989575
2020-01-17 12:00:00,2.4169424,0.071763195,0.6573605,0.7252938,0.036638092
2020-01-17 15:00:00,2.468773,0.062770575,0.54189813,0.8639975,0.040261846
2020-01-17 18:00:00,2.4395132,0.061345313,0.486702,0.8480399,0.061519325
2020-01-17 21:00:00,1.8667692,0.04923682,0.27762744,0.6035563,0.20690674
2020-01-18 00:00:00,1.4740121,0.0432309,0.19124417,0.33999756,0.46683857
2020-01-18 03:00:00,1.2830931,0.046342105,0.18094178,0.17056537,0.55439633
2020-01-18 06:00:00,1.2126137,0.054181516,0.19700679,0.113677114,0.59685236
2020-01-18 09:00:00,1.2183682,0.056662794,0.23829386,0.10419001,0.64095634
2020-01-18 12:00:00,1.3363448,0.04910917,0.18992542,0.16214347,0.8652243
2020-01-18 15:00:00,1.0934188,0.051607,0.10380667,0.10939899,1.3705577
2020-01-18 18:00:00,1.2353636,0.05318614,0.08247547,0.08273356,1.1161717
2020-01-18 21:00:00,1.3173208,0.058753286,0.09057889,0.074089624,1.0039154
2020-01-19 00:00:00,1.3839022,0.08034715,0.09988458,0.060579058,0.9146483
2020-01-19 03:00:00,1.484796,0.1007015,0.09043183,0.060019225,0.9674158
2020-01-19 06:00:00,1.579787,0.112075865,0.07719242,0.05277912,1.1512169
2020-01-19 09:00:00,1.9151148,0.118645355,0.0773145,0.053413033,1.2768325
2020-01-19 12:00:00,2.2570584,0.1158798,0.08631121,0.06281546,1.231554
2020-01-19 15:00:00,2.6120956,0.095839925,0.08403997,0.089592725,1.1361921
2020-01-19 18:00:00,3.731042,0.056327023,1.5701383,0.12576513,0.23656064
2020-01-19 21:00:00,3.2217426,0.048161246,2.086914,0.7181204,0.02228622
2020-01-20 00:00:00,3.5909634,0.05105907,0.74654406,1.341532,0.028866714
2020-01-20 03:00:00,3.4885857,0.055701908,0.5030395,0.77798545,0.016473478
2020-01-20 06:00:00,3.770079,0.08917866,0.85678804,0.68151605,0.02055564
2020-01-20 09:00:00,3.4136405,0.076696455,1.1799037,0.54519635,0.026431145
2020-01-20 12:00:00,3.288196,0.07857135,1.2985198,0.28760454,0.027902612
2020-01-20 15:00:00,3.5259662,0.0833029,1.7979053,0.3360891,0.022985982
2020-01-20 18:00:00,3.5442097,0.084051974,1.9686873,0.3519928,0.024828423
2020-01-20 21:00:00,3.652035,0.09274245,2.0929644,0.32606578,0.023693198
2020-01-21 00:00:00,3.744481,0.0866851,1.8026143,0.15623455,0.02502445
2020-01-21 03:00:00,4.777826,0.073999904,1.9174511,0.14422882,0.019939644
2020-01-21 06:00:00,5.05856,0.07508735,1.7489519,0.11081782,0.023092922
2020-01-21 09:00:00,4.090083,0.06924236,1.3346846,0.09077081,0.024991289
2020-01-21 12:00:00,3.9776585,0.07330144,1.1632606,0.054627523,0.022160966
2020-01-21 15:00:00,4.0268126,0.06654715,0.6975868,0.10328096,0.015526265
2020-01-21 18:00:00,3.5393152,0.06737508,0.5486953,0.14217633,0.012367777
2020-01-21 21:00:00,3.1498137,0.046908367,0.4065556,0.17392017,0.010334097
2020-01-22 00:00:00,2.6558747,0.043505855,0.33147958,0.18998389,0.009100258
2020-01-22 03:00:00,2.358538,0.044905882,0.3031533,0.20860803,0.009634872
2020-01-22 06:00:00,2.4164746,0.046733286,0.29690522,0.22241922,0.009500846
2020-01-22 09:00:00,1.9265051,0.047158446,0.27615127,0.17137735,0.008506562
2020-01-22 12:00:00,1.8382932,0.050382257,0.2588152,0.118302174,0.008068369
2020-01-22 15:00:00,2.0211632,0.050101016,0.32481107,0.16149396,0.008804278
