time,a,b,c,d,e,f,g,h,i
2019-11-25 15:00:00,0.26581967,0.089292884,1.4551454,0.07911195,0.4879263,0.115283884,0.03864322,0.036325928,0.06493623
2019-11-25 18:00:00,0.4215054,0.092531405,1.1405362,0.09625886,0.20824143,0.08417527,0.0510401,0.036015265,0.042855147
2019-11-25 21:00:00,0.691519,0.059168316,1.6762099,0.063862644,0.28885254,0.06321246,0.024155146,0.044868715,0.048977524
2019-11-26 00:00:00,1.3794123,0.074319705,1.9721228,0.07636654,0.21655439,0.057786018,0.021739552,0.32488084,0.053673755
2019-11-26 03:00:00,2.176454,0.066283874,1.7009398,0.1222457,0.07847551,0.095771,0.022949794,0.8677592,0.052140765
2019-11-26 06:00:00,2.9276261,0.037004642,0.47144327,0.11812742,0.017784052,0.08864148,0.0139740035,0.918098,0.03909246
2019-11-26 09:00:00,2.8182535,0.03579353,0.33578703,0.11757913,0.014865753,0.09454646,0.014386263,0.81024235,0.033394277
2019-11-26 12:00:00,2.9901938,0.03619294,0.34182304,0.1125384,0.014397905,0.09385739,0.014042227,0.7272656,0.03422274
2019-11-26 15:00:00,2.966652,0.03762497,0.77768195,0.10576932,0.03487348,0.08915136,0.014647865,0.6334801,0.03485443
2019-11-26 18:00:00,3.208891,0.05348731,2.975832,0.11601816,0.07411387,0.099552624,0.019266628,0.9320842,0.03463309
2019-11-26 21:00:00,2.3768015,0.1504602,5.9601645,0.13708155,0.47964296,0.11295799,0.048610985,0.6171421,0.09017283
2019-11-27 00:00:00,0.4993198,0.088064946,3.0101862,0.06997406,0.98177844,0.08800217,0.026250608,0.043729935,0.7568461
2019-11-27 03:00:00,0.30308616,0.06304754,2.5070057,0.048414063,1.7675508,0.11868591,0.017761365,0.043285374,0.3302829
2019-11-27 06:00:00,0.45333737,0.09263693,0.9984417,0.070848346,1.107161,0.108418904,0.028608883,0.03925242,0.20336667
2019-11-27 09:00:00,0.63007975,0.09358243,0.8116438,0.06097448,1.0958121,0.13713504,0.027194006,0.03682694,0.16996996
2019-11-27 12:00:00,0.81119597,0.05973758,1.8589016,0.056303598,0.66346675,0.070716456,0.020101806,0.044873882,0.5887317
2019-11-27 15:00:00,1.3938642,0.13450803,4.351672,0.10014218,0.5947564,0.07835909,0.041572027,0.106255375,0.6586282
2019-11-27 18:00:00,3.3189976,0.09567647,4.276123,0.12516615,0.19747508,0.10192516,0.029784054,0.72779185,0.06779994
2019-11-27 21:00:00,2.8409612,0.16107365,5.3062186,0.13226357,0.32864395,0.11009543,0.04251048,0.33455777,0.7876733
2019-11-28 00:00:00,1.9678133,0.14747725,4.6128225,0.09859424,0.7422019,0.07592056,0.04272354,0.065213315,1.3235168
2019-11-28 03:00:00,3.731607,0.15045527,3.3389897,0.13063288,0.27782294,0.11136404,0.04717027,0.29115936,0.5067079
2019-11-28 06:00:00,5.2369204,0.082867645,1.0567701,0.1217678,0.01873304,0.0819146,0.28689238,0.5172269,0.0395985
2019-11-28 09:00:00,4.332099,0.1035551,0.82312703,0.12730697,0.022362227,0.08537267,0.29491583,0.55139583,0.034577347
2019-11-28 12:00:00,1.8219552,0.029804705,0.22734824,0.082690366,0.010168715,0.057671145,0.12345251,0.22195436,0.023595285
2019-11-28 15:00:00,1.311762,0.033808816,0.09608297,0.08977284,0.0082032215,0.058380622,0.041688893,0.013801001,0.00470527
2019-11-28 18:00:00,1.1195345,0.049725175,0.14650863,0.09518469,0.020308252,0.07823134,0.029943548,0.030087713,0.016938858
2019-11-28 21:00:00,1.1813273,0.035778925,0.18871763,0.08430767,0.01702119,0.07947284,0.028553918,0.043497678,0.023917012
2019-11-29 00:00:00,1.1831849,0.036218494,0.14685608,0.08520712,0.014649096,0.07002609,0.041743726,0.048126906,0.021862969
2019-11-29 03:00:00,1.1897743,0.030479725,0.118144974,0.07767049,0.009973211,0.04389549,0.16366354,0.04235909,0.013461404
2019-11-29 06:00:00,1.1987221,0.025156152,0.09085742,0.08221727,0.0059667416,0.04441601,0.16831023,0.028420357,0.006479823
2019-11-29 09:00:00,1.1460465,0.020835148,0.08906777,0.100884624,0.005139585,0.03574714,0.24130759,0.03901286,0.021719791
2019-11-29 12:00:00,1.3330998,0.016385308,0.08392905,0.08656851,0.004165025,0.037833866,0.12615402,0.03510549,0.01867565
2019-11-29 15:00:00,1.860427,0.042229764,0.1868642,0.08534064,0.03590172,0.09013955,0.051423434,0.07426224,0.031850334
2019-11-29 18:00:00,2.4954586,0.107451245,0.69550264,0.13217941,0.036346678,0.09018957,0.09197243,0.26726267,0.13332328
2019-11-29 21:00:00,2.6748793,0.09189346,0.5849868,0.11894605,0.028018467,0.07782469,0.07718588,0.1916619,0.10653134
2019-11-30 00:00:00,1.41046,0.047610074,0.17841418,0.10151892,0.013056824,0.08871448,0.06371254,0.046418738,0.02322759
2019-11-30 03:00:00,1.2632228,0.13984853,0.16647872,0.13800344,0.015001483,0.08039251,0.08378584,0.020387651,0.013577962
2019-11-30 06:00:00,1.690024,0.2154947,0.2183539,0.14264047,0.02302027,0.10535227,0.052245613,0.020709218,0.014421328
2019-11-30 09:00:00,1.8387026,0.24190776,0.3111273,0.13924427,0.024923977,0.08895805,0.070976816,0.040694404,0.04202345
2019-11-30 12:00:00,1.8592855,0.26504862,0.3126406,0.14158396,0.028709296,0.09263702,0.061044704,0.053047195,0.03344365
2019-11-30 15:00:00,1.6422124,0.42858398,0.31673822,0.13712955,0.04258263,0.11370263,0.06435203,0.026530234,0.017973784
2019-11-30 18:00:00,1.0914583,1.0752568,0.35222578,0.16618302,0.050299846,0.1350766,0.07674878,0.013309467,0.01998155
2019-11-30 21:00:00,0.43884256,1.6126249,0.27237105,0.130762,0.045288295,0.12219496,0.06120724,0.012678014,0.0338822
2019-12-01 00:00:00,0.2998778,1.6092429,0.2005422,0.100520894,0.030625487,0.08257296,0.035767384,0.013778105,0.04287905
2019-12-01 03:00:00,0.36570045,1.7590021,0.23385078,0.09529518,0.047910392,0.093048565,0.05551686,0.03405838,0.12867904
2019-12-01 06:00:00,0.39650446,1.8822868,0.21961747,0.09145239,0.026295498,0.06264612,0.063244686,0.044688433,0.1316638
2019-12-01 09:00:00,0.61702186,2.0397034,0.27826342,0.08899067,0.023223976,0.063004754,0.040542122,0.049483337,0.12633595
2019-12-01 12:00:00,0.8318479,2.6892169,0.3546786,0.08684847,0.02684274,0.061674707,0.032353174,0.062084477,0.13183366
2019-12-01 15:00:00,1.0576512,3.5196788,0.4873014,0.09264695,0.029500375,0.060403418,0.033573758,0.084690586,0.15311444
2019-12-01 18:00:00,0.99689275,4.183758,0.49432847,0.10170727,0.023975978,0.06855651,0.036392808,0.09371076,0.12732379
2019-12-01 21:00:00,0.7717617,3.9412181,0.33218932,0.116717495,0.020124355,0.07206128,0.04780416,0.061657514,0.08668757
2019-12-02 00:00:00,0.27492222,2.8867774,0.21119875,0.11072866,0.018129636,0.06525165,0.05882051,0.013593065,0.020227777
2019-12-02 03:00:00,0.14355275,2.7252147,0.19393031,0.104005516,0.023451494,0.07005902,0.049627915,0.009527693,0.007865709
2019-12-02 06:00:00,0.093737066,2.5110762,0.20020108,0.06506247,0.01592414,0.053440012,0.020771438,0.011275402,0.0104532875
2019-12-02 09:00:00,0.09040054,2.4896846,0.24238731,0.06855887,0.01899592,0.040849134,0.014426464,0.025074536,0.11547446
2019-12-02 12:00:00,0.083462186,2.487623,0.26435468,0.06704577,0.018195616,0.03657125,0.02017685,0.023362167,0.101748414
2019-12-02 15:00:00,0.08510759,2.0137959,0.2584684,0.07914152,0.02200708,0.047242552,0.07814632,0.16610388,0.078257374
2019-12-02 18:00:00,0.37210828,1.1736549,0.93298256,0.08833297,0.010703742,0.04768791,0.29014665,0.9233214,0.019864015
2019-12-02 21:00:00,0.13673145,0.47237006,0.9496625,0.067314304,0.011920715,0.031138187,0.12741931,0.37949875,0.061439037
2019-12-03 00:00:00,0.057578992,0.31058365,1.2130172,0.06293752,0.010383381,0.027886719,0.054871727,0.04997105,0.06330832
2019-12-03 03:00:00,0.0235754,0.21025364,0.9234336,0.05156276,0.007265696,0.025231816,0.0407419,0.13131624,0.037772074
2019-12-03 06:00:00,0.036421183,0.2792607,1.0618001,0.052703723,0.0066539985,0.018098107,0.07742814,0.28221706,0.028903693
2019-12-03 09:00:00,0.06290659,0.33525953,1.2405365,0.05018593,0.010129144,0.019557044,0.09449122,0.40507096,0.04035269
2019-12-03 12:00:00,0.05409405,0.30785573,0.92569405,0.037269168,0.01636457,0.017005607,0.08536228,0.45353892,0.044183098
2019-12-03 15:00:00,0.105519645,0.3082045,0.6799327,0.03175063,0.026176402,0.027838554,0.09467275,0.49795297,0.047262933
2019-12-03 18:00:00,0.2764337,0.43208688,0.87510115,0.042526577,0.046523966,0.08671922,0.15008754,0.55037636,0.07523942
2019-12-03 21:00:00,0.41518542,0.50791097,1.0586754,0.05101673,0.14262456,0.104271054,0.1954223,0.597798,0.051910177
2019-12-04 00:00:00,0.43635356,0.577006,0.9834835,0.057689626,0.14298387,0.094420895,0.22036625,0.6184534,0.05243616
2019-12-04 03:00:00,0.5117455,0.5849761,1.1979614,0.05377144,0.10825187,0.08820279,0.2604565,0.630639,0.038732093
2019-12-04 06:00:00,0.68817717,0.58501065,1.2804136,0.05994273,0.24570069,0.12911005,0.29056662,0.53377175,0.03139458
2019-12-04 09:00:00,0.6387619,0.61628085,1.2115715,0.058689084,0.25779513,0.13834183,0.2678186,0.52927506,0.03745566
2019-12-04 12:00:00,0.557532,0.58139175,1.5519389,0.051756073,0.062723696,0.13375288,0.25607646,0.47145954,0.049953163
2019-12-04 15:00:00,0.5680601,0.5853511,1.6240644,0.04826935,0.029587604,0.06237004,0.27081293,0.46512753,0.039263725
2019-12-04 18:00:00,0.5609896,0.6699701,1.4242911,0.052951936,0.15295395,0.10994364,0.19506519,0.27936125,0.0327378
2019-12-04 21:00:00,0.40427083,0.7521448,1.1451925,0.055954855,0.36193797,0.14208789,0.08501112,0.10630078,0.030556936
2019-12-05 00:00:00,0.2715805,0.7169612,1.0618235,0.071844645,0.3632885,0.15884909,0.11436068,0.13572681,0.0316208
2019-12-05 03:00:00,0.23178147,0.67926025,0.8585956,0.07088166,0.13235582,0.09580014,0.11715056,0.13401519,0.027255211
2019-12-05 06:00:00,0.17341779,0.6748143,0.768516,0.061954506,0.111381926,0.089012206,0.105946995,0.2584325,0.027478509
2019-12-05 09:00:00,0.14188838,0.65219766,0.68581975,0.060786188,0.0923444,0.080808036,0.07779045,0.26717398,0.025890065
2019-12-05 12:00:00,0.14081436,0.6439769,0.6161054,0.06693472,0.06298029,0.08965119,0.07081609,0.16826989,0.023577856
2019-12-05 15:00:00,0.1549009,0.69836366,0.61159766,0.08700955,0.067975976,0.09159462,0.113787085,0.08575877,0.015441752
2019-12-05 18:00:00,0.13276455,0.67024416,0.5484534,0.08198381,0.103538655,0.08369831,0.11545232,0.028294709,0.009408301
2019-12-05 21:00:00,0.13073683,0.6717615,0.5382031,0.06808484,0.13977176,0.08173536,0.10791049,0.024987362,0.008148887
2019-12-06 00:00:00,0.14279918,0.694356,0.48345652,0.07220472,0.01225851,0.060783822,0.23950428,0.02880849,0.0066772304
2019-12-06 03:00:00,0.13527608,0.7081944,0.4077264,0.075409964,0.028995665,0.05958062,0.23413289,0.029457545,0.0052745193
2019-12-06 06:00:00,0.21972667,0.7511651,1.2225447,0.07487971,0.04221143,0.064696744,0.18069671,0.097413026,0.01213979
2019-12-06 09:00:00,0.24163829,0.6306408,2.1411424,0.07201489,0.45995972,0.1297544,0.11155989,0.06725853,0.031621117
2019-12-06 12:00:00,0.30700004,0.36093104,3.0079913,0.05231107,0.7681063,0.109237924,0.05890997,0.016136948,0.03342733
2019-12-06 15:00:00,0.58468336,0.20262955,2.887856,0.056313492,0.74906236,0.10870724,0.052380886,0.014655222,0.04528814
2019-12-06 18:00:00,0.9739663,0.15562788,2.3309646,0.06471224,0.7045959,0.1295961,0.05634489,0.013549994,0.04071945
2019-12-06 21:00:00,1.2960554,0.21087684,2.0016267,0.06857724,0.629789,0.13343512,0.054156233,0.011130212,0.027426517
2019-12-07 00:00:00,1.7302895,0.33999088,1.7160109,0.06480571,0.5057663,0.11681406,0.074894965,0.017155843,0.022821859
2019-12-07 03:00:00,2.2186294,0.44114086,1.1133425,0.06508869,0.32726708,0.104959615,0.101285346,0.057426408,0.026202904
2019-12-07 06:00:00,2.7105317,0.49058235,0.6738468,0.068725646,0.083596595,0.06534313,0.16391848,0.097424656,0.013237767
2019-12-07 09:00:00,3.1565948,0.53597975,0.3711164,0.06535358,0.015100693,0.053251136,0.20889817,0.068510175,0.007087094
2019-12-07 12:00:00,3.2541842,0.5499833,0.16088575,0.062088244,0.010390267,0.045476064,0.24964261,0.025851345,0.0038761883
2019-12-07 15:00:00,2.69251,0.49951065,0.21484642,0.059143774,0.0045097084,0.04123314,0.2478162,0.018798674,0.004438015
2019-12-07 18:00:00,2.2369442,0.3884607,0.25949124,0.06006066,0.017003419,0.046295874,0.22062461,0.027365293,0.0058258595
2019-12-07 21:00:00,1.2473843,0.12483258,1.3404382,0.05956969,0.18423754,0.071341656,0.088133074,0.035141274,0.017229628
2019-12-08 00:00:00,0.57696825,0.0646844,1.934285,0.06357356,0.12334023,0.085500225,0.04498676,0.01935347,0.018620044
2019-12-08 03:00:00,0.3734177,0.06297231,1.6252104,0.069950975,0.06908567,0.075008675,0.051581196,0.014340872,0.017721746
2019-12-08 06:00:00,0.5025346,0.08249075,2.0935833,0.08264729,0.09960954,0.101499386,0.06112153,0.018681437,0.013628074
2019-12-08 09:00:00,0.5600967,0.080935396,2.660878,0.06058783,0.11417444,0.10049939,0.046819735,0.02759383,0.016015038
2019-12-08 12:00:00,0.6306903,0.07144834,3.054337,0.04673587,0.14242229,0.10617617,0.031214152,0.027592447,0.030961603
2019-12-08 15:00:00,0.6287899,0.06620113,3.6514053,0.040589903,0.19906808,0.0940434,0.033443402,0.038089737,0.19577111
2019-12-08 18:00:00,0.6054631,0.06004883,3.9848394,0.039990883,0.35880053,0.078482255,0.062309746,0.071743324,0.6792798
2019-12-08 21:00:00,0.633195,0.060076706,4.2430925,0.040119827,0.5351293,0.07817222,0.06463415,0.07036903,0.79562175
2019-12-09 00:00:00,0.7714904,0.059623897,4.2921767,0.039845303,0.63684994,0.0781058,0.062362637,0.06614835,0.89053965
2019-12-09 03:00:00,0.91245526,0.07263634,4.7830896,0.04417915,0.63470197,0.07937589,0.07983797,0.08060815,1.6608969
2019-12-09 06:00:00,0.76268417,0.07488115,5.051791,0.045415834,0.6541565,0.084774196,0.08247317,0.08694612,2.2706761
2019-12-09 09:00:00,0.7092287,0.06557682,4.855,0.04568748,0.85148007,0.08211127,0.083233535,0.09145306,2.3156986
2019-12-09 12:00:00,0.95552963,0.05146476,4.2360983,0.044171765,1.3534801,0.08359014,0.07367804,0.09359086,1.8751812
2019-12-09 15:00:00,1.0272149,0.03384786,3.7200701,0.045155197,1.6249069,0.08613412,0.05580623,0.095336564,0.84790933
2019-12-09 18:00:00,0.45017624,0.029536553,4.509416,0.04249575,2.1056843,0.084418885,0.0326499,0.066998854,0.19665186
2019-12-09 21:00:00,0.39438683,0.048680894,4.1131735,0.04727039,2.2162309,0.07359812,0.030680593,0.029933946,0.08609753
2019-12-10 00:00:00,0.66261697,0.053315956,4.149232,0.055166475,2.0176966,0.07420343,0.032176632,0.02304371,0.044586614
2019-12-10 03:00:00,0.25165308,0.05749352,5.091318,0.06661309,1.6477731,0.08192343,0.03508582,0.018738138,0.01642533
2019-12-10 06:00:00,0.20449021,0.059258085,4.8031797,0.071740806,1.5492808,0.10978116,0.037562303,0.014498338,0.01246774
2019-12-10 09:00:00,0.22912376,0.05865555,4.052147,0.06988883,1.3663934,0.12951459,0.041053552,0.024522103,0.021564886
2019-12-10 12:00:00,0.4727918,0.073194325,3.6006622,0.06752005,1.3040997,0.12582996,0.04565095,0.044866897,0.03440569
2019-12-10 15:00:00,0.9872407,0.07761502,2.790675,0.083559856,1.485128,0.11224261,0.04461501,0.018519511,0.016020162
2019-12-10 18:00:00,0.98039854,0.076196946,2.8482382,0.075410925,2.057817,0.11274356,0.041160733,0.010051697,0.005811663
2019-12-10 21:00:00,1.1180475,0.07917277,3.6489975,0.071846776,2.079188,0.10067014,0.043361615,0.015122232,0.01137769
2019-12-11 00:00:00,1.183261,0.07803633,4.2704105,0.05917953,2.3340483,0.09043012,0.04030237,0.020421127,0.018961065
2019-12-11 03:00:00,1.172924,0.074862756,3.5331323,0.05330874,2.4042819,0.09691345,0.03879232,0.02085098,0.021060653
2019-12-11 06:00:00,1.4240298,0.0717771,3.155622,0.053453438,2.1916401,0.099279545,0.035610378,0.017309153,0.029032445
2019-12-11 09:00:00,1.4351139,0.069768704,2.4069624,0.055484585,2.0517576,0.097837426,0.0352061,0.015546626,0.03864849
2019-12-11 12:00:00,1.4155804,0.07582469,2.074961,0.06457002,1.9949032,0.09848826,0.03844995,0.013857553,0.03573822
2019-12-11 15:00:00,1.6607126,0.07036475,2.1677635,0.06358211,1.9836164,0.090899006,0.039259944,0.020904638,0.046730883
2019-12-11 18:00:00,1.4214741,0.061263096,1.6155906,0.061606146,1.7388195,0.08460525,0.040076375,0.02229525,0.09501284
2019-12-11 21:00:00,1.5355172,0.058288936,1.3575233,0.058936745,1.6444588,0.07563098,0.03851981,0.021749143,0.1338532
2019-12-12 00:00:00,1.940833,0.058940254,1.0399555,0.059424233,1.6558523,0.07661006,0.035832543,0.019224193,0.14643592
2019-12-12 03:00:00,2.141198,0.06032426,0.7183118,0.061132398,1.6629556,0.07361247,0.03575155,0.016408036,0.116866596
2019-12-12 06:00:00,2.0849125,0.060937703,0.5934381,0.0629605,1.5658255,0.07428315,0.03488655,0.016874908,0.08957864
2019-12-12 09:00:00,2.029508,0.063851185,0.47788858,0.06699128,1.3898801,0.07771697,0.037028514,0.015024158,0.06037897
2019-12-12 12:00:00,2.178425,0.0649354,0.3662334,0.066161685,1.3539553,0.08336822,0.036469717,0.012032827,0.033075906
2019-12-12 15:00:00,2.2163491,0.07116599,0.2967632,0.068236224,1.4647865,0.093099594,0.037466638,0.011912001,0.015011775
2019-12-12 18:00:00,2.5362558,0.066530935,0.26418978,0.06367243,1.4209049,0.09462431,0.034975607,0.010007131,0.010889293
2019-12-12 21:00:00,2.7760122,0.055730056,0.27787325,0.06482515,1.2645426,0.0845817,0.034396693,0.009661354,0.0204421
2019-12-13 00:00:00,2.680766,0.04537333,0.24774888,0.06785633,0.9820426,0.07476498,0.032176923,0.0087733595,0.026461205
2019-12-13 03:00:00,3.2066433,0.04575787,0.3085447,0.06504897,0.9601046,0.07653443,0.03356824,0.009239188,0.037520632
2019-12-13 06:00:00,4.3943377,0.08597029,0.4346461,0.05404923,0.8924696,0.09243404,0.03724816,0.02897748,0.041457646
2019-12-13 09:00:00,5.4180174,0.11159528,0.073164724,0.046653267,0.16401681,0.1340704,0.025396483,0.42416796,0.01593643
2019-12-13 12:00:00,7.420248,0.13696547,0.046015803,0.055491127,0.08990343,0.20534289,0.025947593,0.5657178,0.0111421095
2019-12-13 15:00:00,8.113418,0.16386722,0.045265976,0.05791869,0.104906775,0.2293179,0.025416296,0.57088405,0.0080886725
2019-12-13 18:00:00,8.469845,0.16472891,0.04525085,0.058503952,0.10178589,0.22560786,0.025506727,0.5584889,0.00793519
2019-12-13 21:00:00,8.865171,0.17330208,0.04644941,0.06187197,0.10111787,0.22353318,0.026455829,0.56326926,0.008137787
2019-12-14 00:00:00,9.019392,0.17752881,0.048391078,0.062552586,0.102613546,0.22767927,0.026862208,0.6105658,0.008041687
2019-12-14 03:00:00,8.972625,0.14738213,0.043459494,0.056208692,0.102311514,0.21006703,0.023395747,0.6547535,0.007268723
2019-12-14 06:00:00,8.95089,0.116930336,0.039393548,0.053965986,0.08819422,0.20413846,0.022518313,0.68372726,0.0068807346
2019-12-14 09:00:00,9.158057,0.1017983,0.041422255,0.060158864,0.06902952,0.21744666,0.024883462,0.773627,0.008027533
2019-12-14 12:00:00,9.157003,0.1233086,0.32129753,0.09019413,0.07341635,0.14891753,0.08876917,1.0422652,0.008814809
2019-12-14 15:00:00,5.6703186,0.19098645,2.9858632,0.07898946,0.072776586,0.11284502,0.09031292,1.2358227,0.013130079
2019-12-14 18:00:00,3.3689835,0.12966588,4.5228786,0.043640327,0.059108075,0.07917655,0.028880345,0.7187539,0.013307963
2019-12-14 21:00:00,2.4148014,0.18653563,7.5697927,0.054495376,0.20709135,0.096612714,0.061145116,0.17107938,0.046653803
2019-12-15 00:00:00,1.9001099,0.15685937,7.977111,0.06636479,0.30598304,0.10267466,0.07088935,0.05791832,0.056459103
2019-12-15 03:00:00,2.6799414,0.15902784,7.7825766,0.06468184,0.28530538,0.10251114,0.07049296,0.06894072,0.0551322
2019-12-15 06:00:00,4.7852407,0.13295932,3.8198175,0.04237818,0.10121828,0.07766501,0.035517976,0.56519467,0.024178183
2019-12-15 09:00:00,5.782618,0.17470485,2.8289714,0.067674674,0.069138415,0.10587547,0.06530931,1.201248,0.012290829
2019-12-15 12:00:00,8.307566,0.13170144,0.16751829,0.078001566,0.076051936,0.15690048,0.064470924,1.0902082,0.010978264
2019-12-15 15:00:00,8.448629,0.099356085,0.046966728,0.07007951,0.0728102,0.17717935,0.06328352,0.98576045,0.007850607
2019-12-15 18:00:00,11.121765,0.07984584,0.043230686,0.047269024,0.083717,0.24130268,0.021734567,0.9992457,0.00689123
2019-12-15 21:00:00,8.785954,0.057478823,0.03577786,0.053178083,0.06661556,0.1352235,0.03917139,1.2731067,0.0056671863
2019-12-16 00:00:00,5.4507084,0.037859756,0.024988176,0.05242602,0.040237635,0.109119214,0.025868887,0.986262,0.0045833145
2019-12-16 03:00:00,5.993552,0.03764947,0.028927295,0.035156254,0.10000978,0.123204604,0.012295077,0.27198434,0.004643099
2019-12-16 06:00:00,7.6303015,0.07567822,0.1761946,0.03304776,0.3970045,0.108990245,0.0132777775,0.10182704,0.009392931
2019-12-16 09:00:00,4.177178,0.17215486,0.22449477,0.0558467,0.30687016,0.13347052,0.016005294,0.061234698,0.019323034
2019-12-16 12:00:00,2.130935,0.15273423,0.1479065,0.06600671,0.21919802,0.124641754,0.017425995,0.01786451,0.019204123
2019-12-16 15:00:00,2.1549551,0.11077031,0.08226677,0.059640523,0.15631764,0.09306956,0.0175041,0.087030955,0.012223005
2019-12-16 18:00:00,2.2910469,0.086754315,0.06520074,0.048953116,0.109918825,0.07678913,0.024633791,0.37682107,0.0153393475
2019-12-16 21:00:00,2.5067322,0.10746161,0.08520369,0.051138327,0.14223403,0.08929515,0.02172656,0.7180922,0.017704576
2019-12-17 00:00:00,3.135152,0.1316423,0.10265928,0.055758916,0.18468711,0.10496734,0.017498033,0.94413084,0.017128902
2019-12-17 03:00:00,3.6391597,0.16147186,0.14674547,0.06357028,0.22133958,0.12426168,0.020402506,1.3488772,0.028060999
2019-12-17 06:00:00,3.2963974,0.10994988,1.1271402,0.0659381,0.11397497,0.08078061,0.07562521,1.7586685,0.18892337
2019-12-17 09:00:00,2.8873098,0.069214635,2.0164082,0.07106617,0.05223706,0.065227665,0.10609834,1.5140637,0.013857817
2019-12-17 12:00:00,3.9101775,0.069998905,2.0108478,0.07242594,0.051796827,0.071538165,0.10459111,1.4254696,0.010217817
2019-12-17 15:00:00,4.35559,0.077720836,2.2534575,0.07382863,0.056666043,0.0715311,0.105034694,1.2564385,0.013033252
2019-12-17 18:00:00,4.2187014,0.09643273,3.9163804,0.072990514,0.07110771,0.07412322,0.09515481,1.0686775,0.021910068
2019-12-17 21:00:00,3.8606813,0.099552184,5.59952,0.06088024,0.07913707,0.07934684,0.06946167,0.9169302,0.027513158
2019-12-18 00:00:00,3.284993,0.09408447,5.8021884,0.052748926,0.10317433,0.080188446,0.053637233,0.69962484,0.028545858
2019-12-18 03:00:00,3.428439,0.09332998,6.120094,0.04951541,0.12014438,0.08104795,0.050018217,0.6336548,0.029422626
2019-12-18 06:00:00,4.2874317,0.10023313,6.5758624,0.056530323,0.09683744,0.08286203,0.059196856,0.80056053,0.02859601
2019-12-18 09:00:00,4.2712,0.099737614,5.526595,0.059370033,0.09230109,0.07985359,0.06591752,0.72617745,0.02818008
2019-12-18 12:00:00,3.5847523,0.09440993,3.618243,0.059910137,0.08243229,0.077520974,0.07386916,0.8095058,0.019915765
2019-12-18 15:00:00,3.1841598,0.09689447,1.9984616,0.06627535,0.07402512,0.0717376,0.080452725,1.0224808,0.03349683
2019-12-18 18:00:00,3.9958224,0.24590835,0.5889725,0.05978998,0.16004042,0.073049285,0.049216624,1.1960003,0.095297106
2019-12-18 21:00:00,3.8926976,0.15614583,0.14210166,0.07829585,0.11701837,0.0578682,0.050435606,0.27918825,0.009839042
2019-12-19 00:00:00,4.260109,0.09275847,0.10076085,0.05969914,0.091850065,0.09998371,0.09869902,0.03969186,0.014312123
2019-12-19 03:00:00,4.454248,0.103659295,0.09336644,0.059013538,0.09117952,0.124785304,0.10362159,0.024431467,0.014915013
2019-12-19 06:00:00,4.6815195,0.1041907,0.08428432,0.05473206,0.10369071,0.13974926,0.10659366,0.029468156,0.018341174
2019-12-19 09:00:00,4.889587,0.07870121,0.06703878,0.05658217,0.11109318,0.13051446,0.112957425,0.029781446,0.015011828
2019-12-19 12:00:00,4.860247,0.07607766,0.06493287,0.056560762,0.108868286,0.13440579,0.09774209,0.03986415,0.01473774
2019-12-19 15:00:00,4.335503,0.10149092,0.07398442,0.058261335,0.1108667,0.12987837,0.10458733,0.21590912,0.013638828
2019-12-19 18:00:00,4.162258,0.12749887,0.08727366,0.059348717,0.116827175,0.12211385,0.123804525,0.403026,0.014325514
2019-12-19 21:00:00,3.7540202,0.15669818,0.10460718,0.061343584,0.1227811,0.108970955,0.14657056,0.6834125,0.014403131
2019-12-20 00:00:00,3.4476314,0.17266925,0.11272675,0.060538903,0.13047065,0.09439445,0.15163994,0.91678137,0.0131295305
2019-12-20 03:00:00,4.133792,0.154531,0.098564036,0.059028517,0.121643536,0.10167017,0.14329696,0.77080053,0.013276175
2019-12-20 06:00:00,4.3360696,0.14015251,0.09292502,0.059379138,0.11125919,0.1074101,0.13300651,0.6881484,0.013367725
2019-12-20 09:00:00,4.0534863,0.14745668,0.0950093,0.05864842,0.104664624,0.109693415,0.13572316,0.7684648,0.014530135
2019-12-20 12:00:00,4.448599,0.15830709,0.098317936,0.058766622,0.10900817,0.11061856,0.12500149,0.84823483,0.013941834
2019-12-20 15:00:00,4.684624,0.15613736,0.093366385,0.05976463,0.10260434,0.11033068,0.13360964,0.88088477,0.012643879
2019-12-20 18:00:00,4.686076,0.17056544,0.09914966,0.06027475,0.10810572,0.09820244,0.14809598,1.0729905,0.013607798
2019-12-20 21:00:00,4.6944695,0.19487925,0.09499603,0.060838174,0.10840026,0.09044168,0.15773812,1.1454428,0.012623949
2019-12-21 00:00:00,4.640304,0.4684595,0.096635506,0.061156552,0.1058999,0.090024464,0.15831591,1.1638728,0.01237654
2019-12-21 03:00:00,4.6764917,0.24019131,0.09332004,0.05892638,0.11040062,0.090093724,0.14356658,1.1556718,0.011978578
2019-12-21 06:00:00,5.62622,0.52259296,0.07846554,0.056609243,0.1020496,0.103148334,0.1196358,0.73386633,0.012995985
2019-12-21 09:00:00,4.1869974,2.203229,0.096703984,0.055913027,0.10064388,0.10417711,0.10574388,0.64383864,0.013266363
2019-12-21 12:00:00,2.443035,2.8259244,0.28075314,0.060960263,0.06337674,0.12927832,0.056815475,0.19198135,0.010775734
2019-12-21 15:00:00,2.5687685,2.9764082,0.4395333,0.056855958,0.057932205,0.14441359,0.042080514,0.024554508,0.009702442
