time,a,b,c
2019-11-16 09:00:00,0.8075447,0.18351983,1.3294299
2019-11-16 12:00:00,0.67602867,0.17885178,1.4893446
2019-11-16 15:00:00,0.631794,0.1740956,1.4356124
2019-11-16 18:00:00,0.55564815,1.2918589,0.550659
2019-11-16 21:00:00,0.535611,2.9070692,0.08511118
2019-11-17 00:00:00,1.4584366,2.7475278,0.22911634
2019-11-17 03:00:00,1.6456784,1.8761537,0.32113892
2019-11-17 06:00:00,2.6647556,1.3383352,0.66163945
2019-11-17 09:00:00,3.5497243,1.2258425,0.9563188
2019-11-17 12:00:00,3.5101466,1.4140663,0.8810699
2019-11-17 15:00:00,3.3963583,0.71839076,1.3504076
2019-11-17 18:00:00,4.247308,0.5272093,1.2919941
2019-11-17 21:00:00,4.2011786,0.25695163,0.6921094
2019-11-18 00:00:00,4.4705963,0.12748861,0.26415524
2019-11-18 03:00:00,4.0643544,0.12164661,0.23249263
2019-11-18 06:00:00,3.775742,0.3253374,0.38836145
2019-11-18 09:00:00,2.9634535,0.5656297,0.49006435
2019-11-18 12:00:00,2.073431,0.6516383,0.5199333
2019-11-18 15:00:00,2.2414558,0.7074911,0.44686705
2019-11-18 18:00:00,1.9862363,0.62597877,0.2763894
2019-11-18 21:00:00,2.6207132,0.78757125,0.20262869
2019-11-19 00:00:00,4.2906456,1.6582208,0.084973395
2019-11-19 03:00:00,4.065951,1.6854041,0.3769661
2019-11-19 06:00:00,3.1409392,1.0185812,0.73426896
2019-11-19 09:00:00,3.4404366,0.5146322,0.6007448
2019-11-19 12:00:00,2.614987,0.5022484,0.5727539
2019-11-19 15:00:00,2.6505246,0.321892,1.0214145
2019-11-19 18:00:00,2.039671,0.040911585,1.3064669
2019-11-19 21:00:00,2.074224,0.026076153,1.4500397
2019-11-20 00:00:00,2.3043942,0.031484418,1.3543051
2019-11-20 03:00:00,2.8097267,0.031358223,1.1921481
2019-11-20 06:00:00,3.1776822,0.08394033,1.1624867
2019-11-20 09:00:00,3.0258973,2.1440697,0.3410891
2019-11-20 12:00:00,3.4052408,1.9110429,0.16317566
2019-11-20 15:00:00,2.9689353,1.8104907,0.16270119
2019-11-20 18:00:00,2.932242,1.6320364,0.16337512
2019-11-20 21:00:00,3.2659175,1.5595331,0.16475585
2019-11-21 00:00:00,4.1328197,1.5276293,0.1908187
2019-11-21 03:00:00,4.5459795,1.4624741,0.19923605
2019-11-21 06:00:00,4.7080517,1.4454602,0.20242558
2019-11-21 09:00:00,5.0958652,1.3929935,0.20021412
2019-11-21 12:00:00,5.4796987,1.3574882,0.1942856
2019-11-21 15:00:00,5.57218,1.3481476,0.18838494
2019-11-21 18:00:00,5.6443257,1.422182,0.17902417
2019-11-21 21:00:00,7.2105846,1.3067373,0.2980593
2019-11-22 00:00:00,9.692692,0.56078875,0.5134618
2019-11-22 03:00:00,8.304431,0.24885692,1.0581381
2019-11-22 06:00:00,6.8202934,0.62620574,0.84591085
2019-11-22 09:00:00,6.624947,0.23003787,1.1771306
2019-11-22 12:00:00,7.803674,0.27016833,0.6086957
2019-11-22 15:00:00,6.7343383,0.2249642,0.95137763
2019-11-22 18:00:00,7.242879,0.19012818,0.91165584
2019-11-22 21:00:00,8.136067,0.17314325,0.8246794
2019-11-23 00:00:00,8.260254,0.16909778,0.7825132
2019-11-23 03:00:00,8.295438,0.17148276,0.7790523
2019-11-23 06:00:00,6.424278,0.17014045,0.84714514
2019-11-23 09:00:00,5.342327,0.17130652,0.81417084
2019-11-23 12:00:00,5.2316613,0.18325524,0.65035254
2019-11-23 15:00:00,8.258368,0.37887266,0.6510192
2019-11-23 18:00:00,5.287483,0.9143115,0.38257283
2019-11-23 21:00:00,3.4838521,0.5832918,1.1365844
2019-11-24 00:00:00,2.963932,0.4327192,1.5526366
2019-11-24 03:00:00,2.675,0.26126215,1.7852635
2019-11-24 06:00:00,2.4594266,0.324827,1.7386053
2019-11-24 09:00:00,2.9909725,0.47968498,1.5557498
2019-11-24 12:00:00,3.0498698,0.44798276,1.934825
2019-11-24 15:00:00,2.3648624,0.458365,2.5361779
2019-11-24 18:00:00,1.9630486,0.42477345,2.3329008
2019-11-24 21:00:00,1.7830617,0.3828869,2.6346178
2019-11-25 00:00:00,1.6628922,0.4194064,2.7820852
2019-11-25 03:00:00,1.6375916,0.40171298,2.8888855
2019-11-25 06:00:00,2.5969737,0.18960595,3.065661
2019-11-25 09:00:00,2.2054842,0.19786485,1.4328393
2019-11-25 12:00:00,1.8482199,0.19147348,1.0541809
2019-11-25 15:00:00,1.8059912,0.13038564,0.69610965
2019-11-25 18:00:00,1.6367463,0.1638125,0.3726003
2019-11-25 21:00:00,2.4385037,0.098628595,0.42369437
2019-11-26 00:00:00,3.705157,0.11402445,0.3576727
2019-11-26 03:00:00,4.750352,0.15990582,0.27276513
2019-11-26 06:00:00,4.3419843,0.14014219,0.14966677
2019-11-26 09:00:00,3.9991496,0.13927054,0.1364283
2019-11-26 12:00:00,4.095538,0.13423738,0.1347586
2019-11-26 15:00:00,4.4105635,0.12851205,0.15566102
2019-11-26 18:00:00,7.139874,0.14723904,0.22676654
2019-11-26 21:00:00,8.963921,0.2227612,0.78635156
2019-11-27 00:00:00,4.296254,0.112455085,1.1554416
2019-11-27 03:00:00,3.16422,0.07307925,1.9618208
2019-11-27 06:00:00,1.7305958,0.11077718,1.2606993
2019-11-27 09:00:00,1.6849589,0.0982462,1.280014
2019-11-27 12:00:00,3.2776275,0.08536037,0.81104016
2019-11-27 15:00:00,6.4465294,0.17634942,0.83688176
2019-11-27 18:00:00,8.37394,0.1786146,0.3881874
2019-11-27 21:00:00,9.307466,0.21556233,0.5209759
2019-11-28 00:00:00,8.103331,0.17867231,0.7942885
2019-11-28 03:00:00,7.919029,0.2150006,0.45187497
2019-11-28 06:00:00,6.9563017,0.3389758,0.14741376
2019-11-28 09:00:00,5.8754,0.33037138,0.16894197
2019-11-28 12:00:00,2.3293228,0.18349923,0.08581784
2019-11-28 15:00:00,1.4368142,0.1384318,0.08295931
2019-11-28 18:00:00,1.3139563,0.13607384,0.13643238
2019-11-28 21:00:00,1.4308056,0.117300354,0.1344877
2019-11-29 00:00:00,1.3981106,0.1326424,0.11712198
2019-11-29 03:00:00,1.370398,0.24534178,0.073682606
2019-11-29 06:00:00,1.3328838,0.25357652,0.06408621
2019-11-29 09:00:00,1.3048468,0.34341317,0.05150106
2019-11-29 12:00:00,1.4771075,0.21372184,0.051087953
2019-11-29 15:00:00,2.1673377,0.13900892,0.1520933
2019-11-29 18:00:00,3.6288514,0.23971651,0.18111913
2019-11-29 21:00:00,3.5924118,0.20798865,0.15152803
2019-11-30 00:00:00,1.657531,0.17315905,0.142443
2019-11-30 03:00:00,1.521882,0.25985822,0.13895868
2019-11-30 06:00:00,2.0537872,0.24641152,0.1820629
2019-11-30 09:00:00,2.407254,0.23052718,0.16077784
2019-11-30 12:00:00,2.4580445,0.22070767,0.16869035
2019-11-30 15:00:00,2.357079,0.2212266,0.21150057
2019-11-30 18:00:00,2.461312,0.27297014,0.24625742
2019-11-30 21:00:00,2.2979193,0.21106939,0.22086209
2019-12-01 00:00:00,2.120716,0.14808516,0.14700627
2019-12-01 03:00:00,2.4769094,0.16475016,0.17140274
2019-12-01 06:00:00,2.6269407,0.17672737,0.11473004
2019-12-01 09:00:00,3.063602,0.14505395,0.11791344
2019-12-01 12:00:00,4.0249825,0.13198118,0.120415896
2019-12-01 15:00:00,5.252539,0.14057651,0.12544052
2019-12-01 18:00:00,5.8375244,0.15525675,0.13386685
2019-12-01 21:00:00,5.142433,0.17881802,0.12896794
2019-12-02 00:00:00,3.3806937,0.1786025,0.10035336
2019-12-02 03:00:00,3.046801,0.16447607,0.11595714
2019-12-02 06:00:00,2.8029191,0.095871426,0.083148
2019-12-02 09:00:00,2.9388945,0.09139532,0.075562105
2019-12-02 12:00:00,2.943018,0.09370777,0.065814435
2019-12-02 15:00:00,2.5682082,0.17540574,0.0846568
2019-12-02 18:00:00,3.330762,0.44362244,0.084417306
2019-12-02 21:00:00,1.9546605,0.22627127,0.05656328
2019-12-03 00:00:00,1.6784631,0.1247364,0.047339603
2019-12-03 03:00:00,1.3025401,0.10606433,0.042549573
2019-12-03 06:00:00,1.3670195,0.15968883,0.31677938
2019-12-03 09:00:00,1.7124265,0.17789207,0.36817056
2019-12-03 12:00:00,1.6160258,0.15854335,0.16679677
2019-12-03 15:00:00,1.4300693,0.16220541,0.22703594
2019-12-03 18:00:00,1.6388986,0.17930365,0.71689254
2019-12-03 21:00:00,1.8937477,0.20110537,1.0299617
2019-12-04 00:00:00,1.9980828,0.21482813,0.9702815
2019-12-04 03:00:00,2.1651793,0.22727092,1.0822877
2019-12-04 06:00:00,2.2922194,0.24118118,1.3106871
2019-12-04 09:00:00,2.2852235,0.2394919,1.2312728
2019-12-04 12:00:00,2.126485,0.24099328,1.3491083
2019-12-04 15:00:00,2.1922588,0.2307426,1.2699045
2019-12-04 18:00:00,1.9935684,0.18213911,1.3025571
2019-12-04 21:00:00,1.5590348,0.14099856,1.3834249
2019-12-05 00:00:00,1.4623843,0.20068726,1.2629845
2019-12-05 03:00:00,1.4112308,0.19958842,0.7362762
2019-12-05 06:00:00,1.4821719,0.17606547,0.6127171
2019-12-05 09:00:00,1.4084702,0.14542279,0.53080714
2019-12-05 12:00:00,1.2876165,0.14538674,0.45012394
2019-12-05 15:00:00,1.2395848,0.2165505,0.4702952
2019-12-05 18:00:00,1.1123085,0.21020861,0.451321
2019-12-05 21:00:00,1.1423011,0.18977994,0.43925968
2019-12-06 00:00:00,1.1807436,0.3318029,0.22830321
2019-12-06 03:00:00,1.1941108,0.32884037,0.1610973
2019-12-06 06:00:00,1.8267162,0.26837242,0.5703844
2019-12-06 09:00:00,2.240489,0.20019402,1.4449068
2019-12-06 12:00:00,2.731206,0.11731453,1.8655324
2019-12-06 15:00:00,2.9795737,0.1156317,1.6063726
2019-12-06 18:00:00,2.9095106,0.1303823,1.4301832
2019-12-06 21:00:00,2.9092047,0.1322821,1.391587
2019-12-07 00:00:00,3.1363935,0.14824252,1.3039142
2019-12-07 03:00:00,3.2813504,0.18163118,0.9923613
2019-12-07 06:00:00,3.5295725,0.24945398,0.58818036
2019-12-07 09:00:00,4.0139956,0.29474577,0.17315063
2019-12-07 12:00:00,3.9096446,0.33656785,0.116165735
2019-12-07 15:00:00,3.2962337,0.33843082,0.14814211
2019-12-07 18:00:00,2.7917662,0.30943307,0.16087219
2019-12-07 21:00:00,2.5606368,0.15768082,0.44999185
2019-12-08 00:00:00,2.5427344,0.116445184,0.27213228
2019-12-08 03:00:00,2.0420914,0.13199107,0.18520606
2019-12-08 06:00:00,2.6405947,0.15622626,0.25897667
2019-12-08 09:00:00,3.2607255,0.116253585,0.2906181
2019-12-08 12:00:00,3.7322273,0.08465816,0.32469285
2019-12-08 15:00:00,4.4987845,0.077736706,0.37088186
2019-12-08 18:00:00,5.399093,0.098458506,0.44340733
2019-12-08 21:00:00,5.939532,0.10030438,0.48057926
2019-12-09 00:00:00,6.2887783,0.098928586,0.5094363
2019-12-09 03:00:00,7.660534,0.11900114,0.56825197
2019-12-09 06:00:00,8.392515,0.1230327,0.5982544
2019-12-09 09:00:00,8.384175,0.123574786,0.5917225
2019-12-09 12:00:00,7.9692903,0.11369271,0.68379945
2019-12-09 15:00:00,6.4389224,0.098592125,0.99886787
2019-12-09 18:00:00,5.31117,0.07741416,2.1294463
2019-12-09 21:00:00,4.204369,0.08409984,2.751585
2019-12-10 00:00:00,4.2121525,0.09398219,2.805906
2019-12-10 03:00:00,4.301844,0.10969238,2.8554876
2019-12-10 06:00:00,3.754414,0.11907163,2.9887738
2019-12-10 09:00:00,3.1757803,0.119055,2.698028
2019-12-10 12:00:00,3.2854233,0.12028195,2.363318
2019-12-10 15:00:00,3.1799812,0.13970189,2.2959344
2019-12-10 18:00:00,3.411744,0.12797087,2.668114
2019-12-10 21:00:00,4.3119187,0.12634946,2.729517
2019-12-11 00:00:00,5.148025,0.10889342,2.8381305
2019-12-11 03:00:00,4.536692,0.10135733,2.7780766
2019-12-11 06:00:00,4.496234,0.09832132,2.4832032
2019-12-11 09:00:00,3.8374887,0.09946785,2.2693694
2019-12-11 12:00:00,3.491957,0.113028415,2.2073903
2019-12-11 15:00:00,3.950349,0.11177098,2.081714
2019-12-11 18:00:00,3.2037253,0.10837121,1.8286468
2019-12-11 21:00:00,3.0667665,0.10411086,1.7536002
2019-12-12 00:00:00,3.1796129,0.102217026,1.7512786
2019-12-12 03:00:00,2.9991086,0.104807384,1.7826452
2019-12-12 06:00:00,2.7853923,0.10577708,1.692528
2019-12-12 09:00:00,2.6067498,0.112735294,1.498782
2019-12-12 12:00:00,2.617303,0.11171868,1.4656358
2019-12-12 15:00:00,2.5678668,0.115830414,1.5910938
2019-12-12 18:00:00,2.8433914,0.10861462,1.5500433
2019-12-12 21:00:00,3.1019213,0.10793248,1.3782114
2019-12-13 00:00:00,2.9823163,0.10759722,1.0760505
2019-12-13 03:00:00,3.5777888,0.106633656,1.0585378
2019-12-13 06:00:00,4.9203024,0.1034133,1.0378747
2019-12-13 09:00:00,5.952859,0.08784022,0.3723197
2019-12-13 12:00:00,8.079793,0.10691934,0.37006193
2019-12-13 15:00:00,8.779587,0.12196529,0.4175316
2019-12-13 18:00:00,9.124169,0.12426688,0.40921745
2019-12-13 21:00:00,9.528516,0.13243711,0.40835845
2019-12-14 00:00:00,9.73332,0.13539945,0.41490626
2019-12-14 03:00:00,9.7199335,0.11791441,0.37962213
2019-12-14 06:00:00,9.715298,0.10429017,0.347049
2019-12-14 09:00:00,10.006921,0.10777225,0.33975974
2019-12-14 12:00:00,10.58266,0.19772269,0.27360174
2019-12-14 15:00:00,10.004742,0.20116387,0.24513628
2019-12-14 18:00:00,8.684466,0.081714764,0.19822371
2019-12-14 21:00:00,10.3003845,0.13792774,0.36988637
2019-12-15 00:00:00,10.07171,0.16719675,0.45546672
2019-12-15 03:00:00,10.673667,0.16497384,0.42997518
2019-12-15 06:00:00,9.265321,0.08939799,0.22944857
2019-12-15 09:00:00,9.921438,0.16278708,0.22359954
2019-12-15 12:00:00,9.62944,0.17011751,0.28383815
2019-12-15 15:00:00,9.524707,0.15091275,0.29630086
2019-12-15 18:00:00,12.184767,0.08217537,0.37806037
2019-12-15 21:00:00,10.116052,0.10043536,0.2356858
2019-12-16 00:00:00,6.474294,0.085294396,0.17246257
2019-12-16 03:00:00,6.3051896,0.054160427,0.24807093
2019-12-16 06:00:00,7.9321613,0.062107205,0.551445
2019-12-16 09:00:00,4.5134234,0.115563065,0.5375914
2019-12-16 12:00:00,2.340313,0.12471228,0.4308913
2019-12-16 15:00:00,2.3531592,0.113176,0.3074425
2019-12-16 18:00:00,2.7506354,0.107530184,0.23729129
2019-12-16 21:00:00,3.3387065,0.107196815,0.29368553
2019-12-17 00:00:00,4.217228,0.11348337,0.36291292
2019-12-17 03:00:00,5.184819,0.13523903,0.4338296
2019-12-17 06:00:00,6.398687,0.16889758,0.24981153
2019-12-17 09:00:00,6.463054,0.18525274,0.14718562
2019-12-17 12:00:00,7.3892517,0.18502319,0.15279052
2019-12-17 15:00:00,7.9122124,0.1899827,0.16110793
2019-12-17 18:00:00,9.256701,0.1845061,0.19426855
2019-12-17 21:00:00,10.416312,0.14868207,0.22803442
2019-12-18 00:00:00,9.727486,0.123028606,0.34866482
2019-12-18 03:00:00,10.097159,0.1163551,0.39214715
2019-12-18 06:00:00,11.651832,0.1350225,0.3012542
2019-12-18 09:00:00,10.456881,0.1446299,0.34782222
2019-12-18 12:00:00,7.9675593,0.15047014,0.30252647
2019-12-18 15:00:00,6.272392,0.1656087,0.18998386
2019-12-18 18:00:00,5.955197,0.15973438,0.34916046
2019-12-18 21:00:00,4.3588014,0.16325948,0.26152816
2019-12-19 00:00:00,4.4234614,0.16380587,0.27059716
2019-12-19 03:00:00,4.5941367,0.16940716,0.30567664
2019-12-19 06:00:00,4.818678,0.17224208,0.331649
2019-12-19 09:00:00,5.0060635,0.18175538,0.3034476
2019-12-19 12:00:00,4.985435,0.16724166,0.3007604
2019-12-19 15:00:00,4.6563,0.18074219,0.30707696
2019-12-19 18:00:00,4.6963983,0.2056672,0.31441292
2019-12-19 21:00:00,4.6045046,0.23439749,0.31390226
2019-12-20 00:00:00,4.553242,0.24008974,0.3066505
2019-12-20 03:00:00,5.0702295,0.22727096,0.29910374
2019-12-20 06:00:00,5.1753206,0.21486408,0.29153228
2019-12-20 09:00:00,4.981791,0.2156657,0.29022017
2019-12-20 12:00:00,5.468396,0.20390528,0.2984944
2019-12-20 15:00:00,5.7297616,0.2133107,0.29089314
2019-12-20 18:00:00,5.944466,0.22978827,0.2828148
2019-12-20 21:00:00,6.047247,0.24111861,0.27146214
2019-12-21 00:00:00,6.2882495,0.24232635,0.2664691
2019-12-21 03:00:00,6.086237,0.22522211,0.26918283
2019-12-21 06:00:00,6.892594,0.19547261,0.26751783
2019-12-21 09:00:00,7.069012,0.17898723,0.26251453
2019-12-21 12:00:00,5.695754,0.12486217,0.24228269
2019-12-21 15:00:00,5.966706,0.10271339,0.25082973
2019-12-21 18:00:00,6.1941743,0.09509734,0.26796168
2019-12-21 21:00:00,6.2341003,0.082864866,0.24801521
2019-12-22 00:00:00,8.61288,0.099443495,0.25417876
2019-12-22 03:00:00,9.871585,0.10726022,0.24359187
2019-12-22 06:00:00,9.720611,0.10026814,0.2459762
2019-12-22 09:00:00,9.034085,0.0879974,0.25980276
2019-12-22 12:00:00,6.798309,0.07606584,0.24184822
2019-12-22 15:00:00,5.723929,0.059425164,0.1759841
2019-12-22 18:00:00,5.624012,0.05594162,0.19349605
2019-12-22 21:00:00,4.8304677,0.047630694,0.21490166
2019-12-23 00:00:00,4.595383,0.042216472,0.19013646
2019-12-23 03:00:00,4.192237,0.06861027,0.21367595
2019-12-23 06:00:00,4.2324796,0.061992858,0.19260645
2019-12-23 09:00:00,4.5424747,0.0633162,0.17711891
2019-12-23 12:00:00,4.3676734,0.071109414,0.14014798
2019-12-23 15:00:00,4.244851,0.08771231,0.25690886
2019-12-23 18:00:00,4.4179263,0.102324225,0.5329802
2019-12-23 21:00:00,4.3642535,0.10373876,0.73827094
2019-12-24 00:00:00,4.418759,0.11108401,0.5858912
2019-12-24 03:00:00,4.0363827,0.12607111,0.37503937
2019-12-24 06:00:00,4.3311806,0.15650374,0.25664186
2019-12-24 09:00:00,3.2902415,0.20264953,0.25883782
2019-12-24 12:00:00,3.8968346,0.36808518,0.30566838
2019-12-24 15:00:00,4.4431887,0.36056906,0.3426672
2019-12-24 18:00:00,4.205642,0.15141147,0.27035537
2019-12-24 21:00:00,4.251609,0.06380506,0.23944032
2019-12-25 00:00:00,4.951539,0.05394852,0.13484675
2019-12-25 03:00:00,5.8227754,0.050798282,0.10178009
2019-12-25 06:00:00,5.631739,0.040690623,0.08238213
2019-12-25 09:00:00,5.1680613,0.037260488,0.07054267
2019-12-25 12:00:00,5.419645,0.045010425,0.07869062
2019-12-25 15:00:00,4.951659,0.02756763,0.051045783
2019-12-25 18:00:00,3.9267788,0.054601047,0.14448002
2019-12-25 21:00:00,5.8348327,0.05111467,0.13159709
2019-12-26 00:00:00,8.560515,0.09052709,0.15597066
2019-12-26 03:00:00,6.7587566,0.10830265,0.18574186
2019-12-26 06:00:00,5.91144,0.08384864,0.27936602
2019-12-26 09:00:00,6.5689483,0.060789526,0.44334418
2019-12-26 12:00:00,6.9210668,0.106206894,0.34407982
2019-12-26 15:00:00,7.3532104,0.14677155,0.14714262
2019-12-26 18:00:00,7.3269134,0.15707684,0.081051275
2019-12-26 21:00:00,7.5738096,0.16533588,0.07767624
2019-12-27 00:00:00,7.7463236,0.16216415,0.07436694
2019-12-27 03:00:00,7.88312,0.15845749,0.06843117
2019-12-27 06:00:00,8.511068,0.1580147,0.06874167
2019-12-27 09:00:00,8.781766,0.15197368,0.066509105
2019-12-27 12:00:00,9.12539,0.15016301,0.06948063
2019-12-27 15:00:00,9.382393,0.15128918,0.069425344
2019-12-27 18:00:00,9.686953,0.14915632,0.07175789
2019-12-27 21:00:00,9.962045,0.1445804,0.07618877
2019-12-28 00:00:00,10.369944,0.14592926,0.075530596
2019-12-28 03:00:00,10.672425,0.1478928,0.07325747
2019-12-28 06:00:00,10.840631,0.14882138,0.06838952
2019-12-28 09:00:00,11.076519,0.15457413,0.06588033
2019-12-28 12:00:00,11.552448,0.15525322,0.067666724
2019-12-28 15:00:00,10.9408045,0.15737356,0.08771076
2019-12-28 18:00:00,10.474736,0.16311853,0.16706066
2019-12-28 21:00:00,9.2653675,0.12926106,0.35262272
2019-12-29 00:00:00,8.949958,0.11549283,0.4350387
2019-12-29 03:00:00,8.787849,0.10838322,0.4776661
2019-12-29 06:00:00,8.633048,0.09701228,0.6448636
2019-12-29 09:00:00,6.9526024,0.07041264,0.64233917
2019-12-29 12:00:00,5.222027,0.06503211,0.3753814
2019-12-29 15:00:00,5.9369416,0.08965872,0.91913927
2019-12-29 18:00:00,6.9220934,0.14460872,0.8838415
2019-12-29 21:00:00,7.618809,0.11257468,1.0691758
2019-12-30 00:00:00,6.8779554,0.078310974,0.8384957
2019-12-30 03:00:00,5.8678584,0.06310161,0.30269176
2019-12-30 06:00:00,6.501527,0.06380254,0.34181437
2019-12-30 09:00:00,5.6511416,0.09289177,0.53920096
2019-12-30 12:00:00,4.713345,0.097346805,0.5146611
2019-12-30 15:00:00,3.702148,0.08464485,0.70891935
2019-12-30 18:00:00,3.420072,0.08157728,0.5769457
2019-12-30 21:00:00,3.02574,0.084065944,0.43760327
2019-12-31 00:00:00,2.8617651,0.07447637,0.3381966
2019-12-31 03:00:00,2.7038958,0.06507182,0.2227557
2019-12-31 06:00:00,3.0223172,0.062911145,0.42739984
2019-12-31 09:00:00,3.0289426,0.06255365,0.4317281
2019-12-31 12:00:00,3.290056,0.06673477,0.32150897
2019-12-31 15:00:00,5.1243935,0.07354249,1.4317689
2019-12-31 18:00:00,7.1199083,0.051822647,3.3447275
2019-12-31 21:00:00,4.142278,0.04858356,5.807766
2020-01-01 00:00:00,2.5320668,0.053512417,4.3922124
2020-01-01 03:00:00,2.4820807,0.05586796,4.6000004
2020-01-01 06:00:00,1.9147649,0.04796391,4.1041217
2020-01-01 09:00:00,1.3698285,0.03737599,3.9060771
2020-01-01 12:00:00,1.2160139,0.033696372,4.055166
2020-01-01 15:00:00,1.151199,0.03305098,3.202391
2020-01-01 18:00:00,1.0548288,0.034837354,2.361714
2020-01-01 21:00:00,0.98781145,0.03592309,1.9559551
2020-01-02 00:00:00,0.97963285,0.035822492,1.944306
2020-01-02 03:00:00,1.0046787,0.03644636,1.8844602
2020-01-02 06:00:00,1.1040968,0.037675336,1.8577312
2020-01-02 09:00:00,1.1858971,0.03668777,2.014344
2020-01-02 12:00:00,1.240904,0.03707787,2.4667218
2020-01-02 15:00:00,1.3857855,0.037099633,2.5755124
2020-01-02 18:00:00,1.5265288,0.038011987,2.8712795
2020-01-02 21:00:00,1.7892326,0.039319072,3.914639
2020-01-03 00:00:00,2.1868646,0.047554202,5.2629466
2020-01-03 03:00:00,2.6951919,0.08429557,4.058624
2020-01-03 06:00:00,2.7357492,0.09942848,2.1073687
2020-01-03 09:00:00,2.3646572,0.08386932,2.0734482
2020-01-03 12:00:00,1.9374225,0.07660634,1.9372495
2020-01-03 15:00:00,2.5740836,0.084164515,2.398073
2020-01-03 18:00:00,2.3715615,0.045698494,2.9555457
2020-01-03 21:00:00,2.2091513,0.05704806,2.7430005
2020-01-04 00:00:00,1.9797593,0.049369477,1.4050273
2020-01-04 03:00:00,1.8023199,0.050459526,1.5438684
2020-01-04 06:00:00,2.0768993,0.040909544,1.7296996
2020-01-04 09:00:00,1.9118477,0.04278764,1.7898506
2020-01-04 12:00:00,1.6834924,0.04367683,2.0088935
2020-01-04 15:00:00,1.5676386,0.045922518,2.4382951
2020-01-04 18:00:00,1.6005956,0.041953396,2.4995184
2020-01-04 21:00:00,1.6764697,0.039671432,2.5116136
2020-01-05 00:00:00,1.7960753,0.03919115,2.332542
2020-01-05 03:00:00,1.821278,0.03949627,2.028576
2020-01-05 06:00:00,1.9073904,0.03920115,1.9931082
2020-01-05 09:00:00,2.0472896,0.037991486,2.1638978
2020-01-05 12:00:00,2.216069,0.037686028,2.5280404
2020-01-05 15:00:00,2.4397695,0.041326042,3.2174904
2020-01-05 18:00:00,2.6269014,0.042881664,3.479868
2020-01-05 21:00:00,2.7813072,0.04052399,3.7691514
2020-01-06 00:00:00,3.0370934,0.04344778,3.8288214
2020-01-06 03:00:00,3.4657845,0.043540277,4.1207137
2020-01-06 06:00:00,3.6642978,0.035352826,4.661726
2020-01-06 09:00:00,3.5296938,0.03427137,4.64255
2020-01-06 12:00:00,3.551769,0.033976343,4.7559185
2020-01-06 15:00:00,3.4811573,0.03346743,4.932336
2020-01-06 18:00:00,3.4940789,0.033634588,4.62671
2020-01-06 21:00:00,3.487404,0.03226297,4.6595116
2020-01-07 00:00:00,3.3074248,0.030795654,4.9814615
2020-01-07 03:00:00,3.2123263,0.028404502,5.112844
2020-01-07 06:00:00,3.2921457,0.027106727,4.9202304
2020-01-07 09:00:00,3.5537946,0.02824007,4.8366246
2020-01-07 12:00:00,3.7593448,0.02910344,5.132624
2020-01-07 15:00:00,4.110372,0.029867183,5.346528
2020-01-07 18:00:00,4.9756603,0.0342547,5.1609864
2020-01-07 21:00:00,5.467855,0.03287876,5.331147
2020-01-08 00:00:00,4.4106503,0.032458406,4.5578413
2020-01-08 03:00:00,4.836943,0.0314403,4.3490567
2020-01-08 06:00:00,4.7671003,0.030472387,4.820554
2020-01-08 09:00:00,5.321489,0.026741132,5.042909
2020-01-08 12:00:00,5.767059,0.021316864,4.7564754
2020-01-08 15:00:00,2.8237298,0.035058517,1.8190639
2020-01-08 18:00:00,4.3153405,0.023968836,0.9825879
2020-01-08 21:00:00,4.684574,0.029733665,1.1655116
2020-01-09 00:00:00,4.2087946,0.044074807,1.1774648
2020-01-09 03:00:00,4.1195073,0.052052133,1.6606741
2020-01-09 06:00:00,4.8947587,0.05515869,2.5785902
2020-01-09 09:00:00,5.6932364,0.04408666,2.4869604
2020-01-09 12:00:00,5.810429,0.03280604,1.9807999
2020-01-09 15:00:00,4.3524237,0.036994714,1.5043472
2020-01-09 18:00:00,4.284932,0.027283117,1.3786366
2020-01-09 21:00:00,4.7581997,0.033024054,1.292492
2020-01-10 00:00:00,4.5543513,0.060809575,1.1129692
2020-01-10 03:00:00,4.968821,0.06352043,1.0071353
2020-01-10 06:00:00,5.723329,0.0394705,0.9951748
2020-01-10 09:00:00,4.872191,0.022600012,0.9559904
2020-01-10 12:00:00,5.6859765,0.05016399,0.65104324
2020-01-10 15:00:00,5.491813,0.116944306,0.11330265
2020-01-10 18:00:00,6.152784,0.14436759,0.085822724
2020-01-10 21:00:00,6.913887,0.151515,0.081358455
2020-01-11 00:00:00,7.8974967,0.11654577,0.07810377
2020-01-11 03:00:00,10.2125225,0.047191586,0.08361699
2020-01-11 06:00:00,11.442784,0.023279553,0.5299047
2020-01-11 09:00:00,6.9330325,0.039660696,2.4622831
2020-01-11 12:00:00,4.6256285,0.06337847,2.928424
2020-01-11 15:00:00,3.1331134,0.08065743,2.391598
2020-01-11 18:00:00,3.0986578,0.08046794,1.8946652
2020-01-11 21:00:00,5.186546,0.058716208,1.199762
2020-01-12 00:00:00,5.115997,0.041624356,1.5520096
2020-01-12 03:00:00,4.3417635,0.041765746,1.1723819
2020-01-12 06:00:00,3.4213269,0.028465359,0.5442555
2020-01-12 09:00:00,3.706249,0.02303373,0.12943715
2020-01-12 12:00:00,4.191336,0.038842466,0.032051664
2020-01-12 15:00:00,3.8279493,0.05414582,0.031693667
